MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CODIGO_VE1,CODIGO1,ESTADO,A_MG,A_GR,A_ME,A_FI,A_MF,ARENA,LIMO,ARCILLA,FRA_G,CTEXT,PH_AGPAS,PH_AG11,PH_AG110,PH_KCIPAS,PH_KCI11,PH_KCI12,CO,NI,RELA_C,D_APARE,CACO3,CON_EXT_SA,CIC,CA_CAMB,MG_CAMB,NA_CAMB,K_CAMB,H_CAMB,P_SOLU,SIO2,FE2O3,AL2O3,SIO2_R2O3,PER_IGNICI,INFOR,ANO,MUNI,ANT_DIST,ANT_MUNI,DESCRITO,FECHA,PRECIPI,MES_HUM,TEMP,EVAPO,PAISAJE,SUBPAISA,RELIEVE,COD_RELI,FOR_TERR,REG_NAT,PERIODO,FORMACIO,MAT_PARE,PORC_PE,FORM_PEN,DIR_PEN,ALTITUD,DREN_IN,DREN_EX,CLA_DREN,PERMEA,PRO_GRIE,PRO_EFE,LIM_PROF,TIP_MESA,PRO_MESA,PEDREGO,ROCOSIDA,GRAD_ERO,INUNDACI,ORDEN,SUBORDE,GRA_GRUP,SUBGRUPO,FAM_GRAN,FAM_MINE,REG_TEMP,CLASE_U,CLASE_M,SUBCLA_U,SUB_E1,SUB_E2,SUB_E3,SUB_E4,NUM_HORI,CARACTER,DEST,DESTA,DESTAA,DESTAAA,ORD_SUBO,ORD_SO_GG,ORSOGGSG,CIC1,ALCALI,MO,CTEXT_ST,F_TIPO,F_STIPO,F_D,F_T,F_R,F_P,F_C,F_A,F_B,F_S,F_N,F_K,F_I,F_V,F_E,F_M,F_L,F_CLAS,F_DISP,F_RETE,F_FIJA,F_LABO,F_ODIS,F_HDIS,PAISAJEA,SPAISAJE,AREAMBI,BIOCLIMAA,PRECIPIA,MHUM_MIN,MHUM_MAX,RELIEVEA,PEN_MIN,PEN_MAX,M_HUME,F_QUIMICA,F_FERTILI,F_INTEGRA,FUENTE,PROFILE_ID,S_ELEVA,NEWFIELD1,CO2,ID_REALA,ID_REALA_NUM,ESTADO_1,HORIZONTE,HORIZON,PROF_S_1,PROF_I_1,ARENA_1,LIMO_1,ARCILLA_1,PH_AG_11,PH_KCI_PAS,CO_1,D_APAREN,CON_EXT__1,CAP_INT_CA,CO_0_5,CO_5_15,CO_15_30,CO_30_160,MAXDEPTH,POINT_X,POINT_Y
536,536,86,86 VEN 1961 TR 3,86,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1961,,,,J.AvilanE.HidalgoF.GranadosJ.Rossis,20/01/61,0,0,0.0,0.0,L,01,4,LA,,AV,,0,A,0.0,0.0,,0,0,0,0,4,0,0.9,1.0,2.0,0.8,0.0,1.0,0.0,,K,D,,,0,,0,,,,,,,,1,FRANCO ARCILLO LIMOSO ; gris claro ( 2 5y6/2 ) seco ; gris oscuro ( 2 5yr4/2 ) humedo ; estructura moderada   media   blocosa subangular ; ligeramente duro seco  muy friable humedo  ligeramente pegajoso y plastico mojado ; debilmente calcareo ; pH : 7 5,Entisoles,Orthents,,,KD,KD,KD,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,,,,BA,,,MO,L,L2,29.10,BS-T,1700,8,8,Plano,0.0,3.0,8,,,,INIA,86 VEN 1961 TR 3,0,86 VEN 1961 TR 3,0.00,86,266,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-70.74412999010,9.52494939216
540,540,915,915 VEN 1988 YA 38,915,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,AntonioPaez,Urachiche,Paez,J.Comerma.,05/10/88,1200,3,26.0,0.0,L,01,4,LA,NC,,,0,A,0.0,1.0,,0,0,0,0,0,0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,A,7,X,1,I,,,,,,,1,FRANCO; estructura blocosa angular  media  moderada a fuerte; ligeramente duro seco  friable humedo  ligeramente pegajoso y ligeramente plastico mojado; sin pel¦culas de arcilla; pH: 5.6; l¦mite difuso y plano.,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,JB,JBB,JBBA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,,MO,Pd,Pd,136.10,BS-T,1140,3,6,Plano,0.0,5.0,5,AL,,,INIA,915 VEN 1988 YA 38,0,915 VEN 1988 YA 38,0.00,915,267,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.02819497600,10.11575526260
541,541,903,903 VEN 1988 YA 37,903,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,Urachiche,Urachiche,SabanadeParra,J.ComermaF.Ovalles.,17/05/88,1200,2,27.0,0.0,L,01,4,TE,NE,,,0,A,0.0,1.0,E,0,3,4,4,4,0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,I,A,A,A,7,X,1,III,,SD,s,c,,,1,FRANCO; marron grisaceo muy oscuro (10YR 3/2 en humedo); estructura blocosa subangular  debil  media y fina; duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; medianamente acido; pH: 5.7; l¦mite difuso y plano.,Alfisoles,Ustalfs,Haplustalfs,Typic Haplustalfs,IA,IAA,IAAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,136.10,BS-T,1140,3,6,Plano,0.0,5.0,5,AL,,,INIA,903 VEN 1988 YA 37,0,903 VEN 1988 YA 37,0.00,903,268,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.02370177000,10.11440717950
542,542,902,902 VEN 1988 YA 36,902,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,Urachiche,Urachiche,Urachiche,F.OvallesJ.Comerma.,17/05/88,1300,2,26.0,0.0,V,02,4,LA,NE,SL,,0,A,2.0,1.0,S,400,5,5,3,4,0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,C,6,X,1,II,,S,,,,,1,FRANCO ARENOSO; gris muy oscuro (10YR 3/1 en humedo); estructura maciza  rompe en bloques subangulares  debiles  finos  blando seco  muy friable humedo  debilmente pegajoso y debilmente pegajoso y debilmente plastico mojado; violentamente calcareo; pH: 7,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,JB,JBB,JBBC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,17.00,BS-T,1200,6,6,Ondulado,5.0,16.0,6,AL,,,INIA,902 VEN 1988 YA 36,0,902 VEN 1988 YA 36,0.00,902,269,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.99269922030,10.15664360480
543,543,841,841 VEN 1965 YA 28,841,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Urachiche,Urachiche,Urachiche,P.BritoC.Leon.,05/06/65,1100,0,26.0,0.0,V,,4,AB,AC,,,0,,0.0,1.0,S,0,6,6,1,0,0,1.6,8.0,0.0,0.0,1.0,1.0,0.0,,K,C,A,A,1,,1,IV,,STD,,,,,1,FRANCO ARENOSO; gris (10YR 6/1 en seco)  gris muy oscuro (10YR 3/1 en humedo); estructura  debil  pequena  blocosa  subangular; suave seco  friable humedo  pegajoso y plastico mojado; fuertemente calcareo; medianamente alcalino; pH: 7.4; l¦mite difuso y,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,17.00,BS-T,1200,6,6,Ondulado,5.0,16.0,6,AL,,,INIA,841 VEN 1965 YA 28,0,841 VEN 1965 YA 28,0.00,841,270,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.98236487380,10.16158663260
544,544,901,901 VEN 1988 YA 35,901,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,Urachiche,Urachiche,Urachiche,J.ComermaF.Ovalles.,17/05/88,1300,7,26.0,0.0,P,Pi,4,AB,,,,0,B,20.0,0.0,S,0,0,0,0,0,0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,A,2,X,1,VII,,ES,,,,,1,FRANCO ARENOSO; estructura blocosa subangular; moderada  fina; blando seco  muy friable humedo  debilmente pegajoso y debilmente plastico mojado; poca grava (5%); no calcareo; pH: 5.0; l¦mite claro y plano.,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,JB,JBB,JBBA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,,,BA,,,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,,,,INIA,901 VEN 1988 YA 35,0,901 VEN 1988 YA 35,0.00,901,271,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.96843583870,10.16338341820
545,545,900,900 VEN 1988 YA 34,900,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,Bruzual,Bruzual,Chivacoa,J.ComermaF.Ovalles.,17/05/88,1300,7,26.0,0.0,,,4,AB,TA,,,0,A,0.0,0.0,S,0,0,0,0,0,0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,G,A,E,A,2,S,1,V,,S,,,,,1,FRANCO ARENOSO; estructura maciza  rompe en bloques subangulares  debiles  finos  blanda seco  muy friable humedo  debilmente pegajoso y debilmente plastico mojado; no calcareo; pH: 4.9; l¦mite difuso  y plano.,Ultisoles,Ustults,Kanhaplustults,Typic Kanhaplustults,GA,GAE,GAEA,0.00,0.000,0.00000,,,,d,,,,,,,,,k,,,,,,d,MO,,BA,,,MO,Pd,Pd,17.00,BS-T,1200,6,6,Ondulado,5.0,16.0,6,MO,,,INIA,900 VEN 1988 YA 34,0,900 VEN 1988 YA 34,0.00,900,272,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.95765223950,10.16697818830
546,546,831,831 VEN 1965 YA 18,831,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Bruzual,Bruzual,Chivacoa,P.BritoC.Leon.,12/06/65,1100,0,26.0,0.0,V,,0,,,SI,,0,A,0.0,1.0,S,0,5,5,3,0,0,1.8,1.0,0.0,0.0,1.0,1.0,0.0,,H,A,B,C,6,,1,I,,,,,,,1,FRANCO; gris (5Y 5/1 en seco)  gris oscuro (5Y 4/1 en humedo); estructura moderada  pequena  blocosa subangular; suave seco  friable humedo  pegajoso y plastico mojado; violentamente calcareo; moderadamente alcalino; pH: 7.9; l¦mite difuso y plano.,Mollisoles,Ustolls,Calciustolls,Typic Calciustolls,HA,HAB,HABC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,831 VEN 1965 YA 18,0,831 VEN 1965 YA 18,0.00,831,273,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.89936471370,10.15245552570
547,547,842,842 VEN 1965 YA 29,842,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Bruzual,Bruzual,Chivacoa,P.BritoC.Leon.,09/06/65,1100,0,27.0,0.0,V,01,4,AB,TE,,,0,B,0.0,1.0,S,0,4,5,4,0,0,1.9,1.0,0.0,0.0,1.0,1.0,0.0,,I,A,A,C,7,,1,IV,,TES,,,,,1,FRANCO; marron amarillento claro (10YR 6/4 en seco)  marron amarillento (10YR 5/4 en humedo); estructura moderada  media  blocosa angular; muy duro seco  firme humedo  pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.1; l¦mite c,Alfisoles,Ustalfs,Haplustalfs,Udic Haplustalfs,IA,IAA,IAAC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,842 VEN 1965 YA 29,0,842 VEN 1965 YA 29,0.00,842,274,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.90622944260,10.12622100830
548,548,844,844 VEN 1965 YA 31,844,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Bruzual,Bruzual,Chivacoa,P.BritoC.Leon.,09/06/65,1100,0,27.0,0.0,V,01,4,TE,,,,0,A,1.5,1.0,S,0,3,4,5,0,0,1.7,1.0,0.0,0.0,1.0,1.0,0.0,,J,A,A,B,9,,1,III,,SD,,,,,1,FRANCO ARCILLOSO; de gris a gris claro (5Y 6/1 en seco)  gris oscuro (5Y 4/1 en humedo); estructura debil  grande  blocosa subangular; muy duro seco  firme humedo  pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.8; l¦mite difus,Inceptisoles,Aquepts,Tropaquepts,Vertic Tropaquepts,JA,JAA,JAAB,0.00,0.000,0.00000,,,,g,,,,,,,,,,,v,,,,gv,AL,,BA,BA,MO,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,MO,MO,INIA,844 VEN 1965 YA 31,0,844 VEN 1965 YA 31,0.00,844,275,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.90034514510,10.12842843330
549,549,827,827 VEN 1965 YA 38,827,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Bruzual,Bruzual,Chivacoa,P.BritoC.Leon.,01/06/65,1100,0,27.0,0.0,,,0,,,SI,,0,,1.5,1.0,SE,0,0,0,5,0,62,1.9,1.0,0.0,0.0,1.0,1.0,0.0,,J,B,B,B,7,,1,II,,SD,,,,,1,FRANCO ARCILLOSO; marron grisaceo (2.5Y 5/2 en seco)  marron grisaceo oscuro (10YR 4/2 en humedo); estructura debil  grande  blocosa angular; duro seco  firme humedo  muy pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.4; l¦mit,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,JB,JBB,JBBB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,MO,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,MO,MO,INIA,827 VEN 1965 YA 38,0,827 VEN 1965 YA 38,0.00,827,276,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.84395355870,10.12965470320
550,550,899,899 VEN 1988 YA 33,899,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1988,Bruzual,Bruzual,Chivacoa,J.ComermaF.Ovalles.,17/05/88,1300,6,27.0,0.0,,,4,TE,NL,,,0,A,0.0,0.0,O,0,0,0,0,0,0,1.6,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,A,7,X,1,II,,S,c,,,,1,FRANCO ARCILLOSO; estructura blocosa subangular; debil  mediana  duro en seco  friable humedo  pegajoso y plastico mojado; no calcareo; medianamente alcalino; pH: 7.4; l¦mite claro y plano.,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,JB,JBB,JBBA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,899 VEN 1988 YA 33,0,899 VEN 1988 YA 33,0.00,899,277,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.87827973840,10.18261325270
551,551,843,843 VEN 1965 YA 30,843,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Bruzual,Bruzual,Chivacoa,P.BritoC.Leon.,12/06/65,1100,0,27.0,0.0,V,01,0,,TE,,,0,B,15.0,9.0,,0,4,5,4,0,0,1.5,8.0,0.0,0.0,1.0,1.0,0.0,,I,A,A,C,10,,1,IV,,TS,f,r,p,,1,FRANCO ARENOSO;gris oscuro (10YR 4/1 en seco)  marron muy oscuro (10YR 2/2 en humedo); estructura debil  media  blocosa angular; ligeramente duro seco  friable humedo ligeramente pegajoso y no plastico mojado; no calcareo; neutro; pH: 6.2; l¦mite claro y,Alfisoles,Ustalfs,Haplustalfs,Udic Haplustalfs,IA,IAA,IAAC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,MO,AL,MO,Mo,Mo,2.10,BS-T,1100,6,9,Accidentado,0.0,0.0,6,AL,AL,AL,INIA,843 VEN 1965 YA 30,0,843 VEN 1965 YA 30,0.00,843,278,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.79001389320,10.13480397950
553,553,61,61 VEN 1960 YA 04,61,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1960,Sucre,,,J.Avilan;A.Bustamante;R.Perez.,,0,0,0.0,0.0,,02,0,,,,,0,,0.0,0.0,N,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,Gris oscuro (5Y 4/1) humedo; gris (5Y 5/1) seco; franco arenoso; estructura debil  fina  de grano simple; suave seco  muy friable humedo  ligeramente pegajoso y ligeramente plastico mojado; violentamente calcareo; l¦mite difuso y plano.,Sin_informa,,,,,,,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,,,,,,,,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,,,,INIA,61 VEN 1960 YA 04,0,61 VEN 1960 YA 04,0.00,61,279,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.82679248790,10.23410086670
554,554,833,833 VEN 1965 YA 20,833,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Sucre,Sucre,SanPablo,P.BritoC.Leon.,27/05/65,1150,0,27.0,0.0,,,0,,,SI,,0,A,1.0,1.0,S,0,5,5,3,0,0,1.1,1.0,0.0,0.0,1.0,1.0,0.0,,I,A,A,A,7,,1,II,,S,,,,,1,FRANCO; marron grisaceo (2.5Y 5/2 en seco)  marron grisaceo oscuro (2.5Y 4/2 en humedo); estructura debil a moderada  media  blocosa subangular; duro seco  firme humedo  muy pegajoso y muy plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.5,Alfisoles,Ustalfs,Haplustalfs,Typic Haplustalfs,IA,IAA,IAAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,833 VEN 1965 YA 20,0,833 VEN 1965 YA 20,0.00,833,280,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.79712506740,10.19438296800
555,555,825,825 VEN 1965 YA 12,825,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Sucre,Sucre,Paez,P.BritoC.Leon.,26/05/65,1400,0,26.0,0.0,V,01,0,,TE,SI,,0,B,20.0,1.0,SE,0,4,4,4,0,0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,,I,A,A,C,6,,1,IV,,TSD,,,,,1,FRANCO ARENOSO; marron grisaceo (10YR 5/2 en seco)  marron rojizo oscuro (5YR 3/2 en humedo); estructura moderada  media  blocosa subangular; duro seco  friable humedo  ligeramente pegajoso y plastico mojado; no calcareo; neutro ligeramente acido; pH: 6.,Alfisoles,Ustalfs,Haplustalfs,Udic Haplustalfs,IA,IAA,IAAC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,17.00,BS-T,1200,6,6,Ondulado,5.0,16.0,6,AL,,,INIA,825 VEN 1965 YA 12,0,825 VEN 1965 YA 12,0.00,825,281,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.81404350340,10.26229660260
556,556,840,840 VEN 1965 YA 27,840,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Sucre,Sucre,Paez,P.BritoC.Leon.,27/05/65,1150,0,27.0,0.0,V,,0,,,,,0,A,0.0,1.0,S,0,5,5,2,0,0,1.6,1.0,0.0,0.0,2.0,2.0,0.0,,K,C,A,A,4,,1,III,,SD,g,r,,,1,FRANCO ARENOSO;gris (5Y 5/1 en seco)  gris muy oscuro (5Y 3/1 en humedo); estructura debil  media  blocosa angular; ligeramente duro seco  muy friable humedo  ligeramente pegajoso y plastico mojado; violentamente calcareo; pH: 7.7; l¦mite claro y plano.,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,840 VEN 1965 YA 27,0,840 VEN 1965 YA 27,0.00,840,282,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.80693286580,10.22968882570
557,557,834,834 VEN 1965 YA 20,834,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,Sucre,Sucre,Paez,P.BritoC.Leon.,05/05/65,1400,0,26.0,0.0,,,0,,CH,SI,,0,A,5.0,0.0,N,0,3,3,7,0,150,1.4,1.0,0.0,0.0,0.0,0.0,0.0,,I,A,A,E,10,,1,III,,STD,,,,,1,FRANCO ARCILLO ARENOSO; marron grisaceo (10YR 5/2 en seco)  marron grisaceo muy oscuro (10YR 3/2 en humedo);  estructura debil  media  blocosa angular; muy duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH,Alfisoles,Ustalfs,Haplustalfs,Aquic Haplustalfs,IA,IAA,IAAE,0.00,0.000,0.00000,,,,g,,,,,,,,,,,,,,,d,AL,,BA,BA,BA,MO,Pd,Pd,20.00,BS-T,1300,6,8,Plano,0.0,5.0,7,AL,MO,BA,INIA,834 VEN 1965 YA 20,0,834 VEN 1965 YA 20,0.00,834,283,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.77579454300,10.20762258290
559,559,829,829 VEN 1965 YA 16,829,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,Independencia,SanFelipe,P.BritoC.Leon.,04/05/65,1400,0,26.0,0.0,,,0,,,SI,,0,A,2.0,1.0,S,0,5,5,3,0,0,1.8,1.0,0.0,0.0,1.0,1.0,0.0,,K,C,A,A,6,,1,II,,S,,,,,1,FRANCO; de gris a gris claro (5Y 6/1 en seco)  gris oliva (5Y 4/2); estructura moderada  pequena  blocosa angular; duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.7; l¦mite claro y plano.,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,BA,AL,MO,Pd,Pd,21.00,BS-T,1324,6,8,Plano,5.0,16.0,7,AL,MO,MO,INIA,829 VEN 1965 YA 16,0,829 VEN 1965 YA 16,0.00,829,284,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.75544587420,10.29220967570
