MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CODIGO_VE1,CODIGO1,ESTADO,A_MG,A_GR,A_ME,A_FI,A_MF,ARENA,LIMO,ARCILLA,FRA_G,CTEXT,PH_AGPAS,PH_AG11,PH_AG110,PH_KCIPAS,PH_KCI11,PH_KCI12,CO,NI,RELA_C,D_APARE,CACO3,CON_EXT_SA,CIC,CA_CAMB,MG_CAMB,NA_CAMB,K_CAMB,H_CAMB,P_SOLU,SIO2,FE2O3,AL2O3,SIO2_R2O3,PER_IGNICI,INFOR,ANO,MUNI,ANT_DIST,ANT_MUNI,DESCRITO,FECHA,PRECIPI,MES_HUM,TEMP,EVAPO,PAISAJE,SUBPAISA,RELIEVE,COD_RELI,FOR_TERR,REG_NAT,PERIODO,FORMACIO,MAT_PARE,PORC_PE,FORM_PEN,DIR_PEN,ALTITUD,DREN_IN,DREN_EX,CLA_DREN,PERMEA,PRO_GRIE,PRO_EFE,LIM_PROF,TIP_MESA,PRO_MESA,PEDREGO,ROCOSIDA,GRAD_ERO,INUNDACI,ORDEN,SUBORDE,GRA_GRUP,SUBGRUPO,FAM_GRAN,FAM_MINE,REG_TEMP,CLASE_U,CLASE_M,SUBCLA_U,SUB_E1,SUB_E2,SUB_E3,SUB_E4,NUM_HORI,CARACTER,DEST,DESTA,DESTAA,DESTAAA,ORD_SUBO,ORD_SO_GG,ORSOGGSG,CIC1,ALCALI,MO,CTEXT_ST,F_TIPO,F_STIPO,F_D,F_T,F_R,F_P,F_C,F_A,F_B,F_S,F_N,F_K,F_I,F_V,F_E,F_M,F_L,F_CLAS,F_DISP,F_RETE,F_FIJA,F_LABO,F_ODIS,F_HDIS,PAISAJEA,SPAISAJE,AREAMBI,BIOCLIMAA,PRECIPIA,MHUM_MIN,MHUM_MAX,RELIEVEA,PEN_MIN,PEN_MAX,M_HUME,F_QUIMICA,F_FERTILI,F_INTEGRA,FUENTE,PROFILE_ID,S_ELEVA,NEWFIELD1,CO2,ID_REALA,ID_REALA_NUM,ESTADO_1,HORIZONTE,HORIZON,PROF_S_1,PROF_I_1,ARENA_1,LIMO_1,ARCILLA_1,PH_AG_11,PH_KCI_PAS,CO_1,D_APAREN,CON_EXT__1,CAP_INT_CA,CO_0_5,CO_5_15,CO_15_30,CO_30_160,MAXDEPTH,POINT_X,POINT_Y
560,560,839,839 VEN 1965 YA 26,839,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,SanFelipe,P.BritoC.Leon,14/05/65,1400,0,26.0,0.0,V,,0,,,SI,,0,A,1.5,1.0,S,0,5,5,3,0,0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,,K,D,A,A,7,,1,II,,ES,,,,,1,FRANCO ARCILLOSO; gris marronuzco claro (2.5Y 6/2 en seco)  gris oscuro (10YR 4/1 en humedo); estructura debil  grande  blocosa subangular; extremadamente duro seco  firme humedo  muy pegajoso y muy plastico mojado; no calcareo; pH: 6.6; l¦mite claro y p,Entisoles,Orthents,Ustorthents,Typic Ustorthents,KD,KDA,KDAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,AL,AL,MO,Pd,Pd,1350.00,BS-T,1350,6,7,Quebrado,26.0,35.0,6,AL,AL,AL,INIA,839 VEN 1965 YA 26,0,839 VEN 1965 YA 26,0.00,839,285,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.69488666490,10.31991635440
561,561,832,832 VEN 1965 YA 19,832,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,SanJavier,P.britoC.Leon.,15/05/65,1400,0,26.0,0.0,,,4,,TE,SI,,0,A,1.5,1.0,S,0,3,3,5,0,0,1.4,1.0,0.0,0.0,1.0,1.0,0.0,,E,A,A,A,10,,1,IV,,SD,,,,,1,ARCILLO LIMOSO; gris claro (7.5YR 7/0 en seco)  gris (7.5YR 6/0 en humedo)  moteado de rojo (2.5YR 4/6)  fino  pequeno y claro; estructura debil a moderada  grande  blocosa subangular; muy duro seco  muy firme humedo  muy pegajoso y muy plastico mojado;,Vertisoles,Usterts,Haplusterts,Typic Haplusters,EA,EAA,EAAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,MO,MO,Pd,Pd,1350.00,BS-T,1350,6,7,Quebrado,26.0,35.0,6,AL,MO,MO,INIA,832 VEN 1965 YA 19,0,832 VEN 1965 YA 19,0.00,832,286,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.63874069090,10.34247318230
562,562,836,836 VEN 1965 YA 23,836,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,SanFelipe,P.BritoC.Leon.,12/05/65,1400,0,26.0,0.0,V,01,0,,TE,SI,,0,B,25.0,9.0,,0,4,4,4,0,0,1.3,1.0,0.0,0.0,1.0,1.0,0.0,,I,A,A,B,7,,1,V,,TES,,,,,1,FRANCO ARENOSO; gris claro (10YR 7/1 en seco)  gris oscuro (10YR 4/1 en humedo); estructura fuerte  pequena  blocosa subangular; suave seco  muy friable humedo  ligeramente pegajoso y plastico mojado; no calcareo; neutro; pH: 6.6; l¦mite claro y plano.,Alfisoles,Ustalfs,Haplustalfs,Ultic Haplustalfs,IA,IAA,IAAB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,,,BA,,AL,MO,Pd,Pd,21.00,BS-T,1324,6,8,Plano,5.0,16.0,7,,,,INIA,836 VEN 1965 YA 23,0,836 VEN 1965 YA 23,0.00,836,287,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.65663939890,10.37802381920
563,563,835,835 VEN 1962 YA 22,835,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,SanJavier,P.BritoC.Leon.,19/05/65,1400,0,26.0,0.0,,,0,,,SI,,0,A,0.5,1.0,S,0,4,3,5,0,0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,K,C,A,A,7,,1,III,,SD,,,,,1,FRANCO ARCILLO LIMOSO; pardo oliva (5Y 6/3 en seco)  oliva (5Y 4/3 en humedo); estructura moderada a fuerte pequena  blocosa subangular; ligeramente duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; pH: 8.0; l¦mite abrupto y plano.,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,MO,MO,MO,Pd,Pd,21.00,BS-T,1324,6,8,Plano,5.0,16.0,7,AL,AL,AL,INIA,835 VEN 1962 YA 22,0,835 VEN 1962 YA 22,0.00,835,288,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.66718233980,10.38758602740
564,564,838,838 VEN 1962 YA 25,838,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,SanFelipe,P.BritoC.Leon.,16/06/65,1300,0,26.0,0.0,,,4,AB,AC,SI,,0,B,0.0,0.0,S,0,5,5,2,0,0,1.6,0.0,0.0,0.0,2.0,1.0,0.0,,K,B,B,A,0,,1,III,,TSD,,,,,1,FRANCO ARENOSO; gris (10YR 6/1 en seco)  gris muy oscuro (10YR 3/1 en humedo); estructura debil a moderada  media  blocosa angular; ligeramente duro seco  friable humedo  pegajoso a muy plastico mojado; no calcareo; pH: 6.7; l¦mite difuso y plano.,Entisoles,Psamments,Ustipsamments,Typic Ustipsamments,KB,KBB,KBBA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,21.00,BS-T,1324,6,8,Plano,5.0,16.0,7,AL,,,INIA,838 VEN 1962 YA 25,0,838 VEN 1962 YA 25,0.00,838,289,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.67355695650,10.38537860360
565,565,845,845 VEN 1962 YA 32,845,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,Albarico,P.BritoC.Leon.,21/05/65,1500,0,26.0,0.0,,,4,CO,CY,,,0,B,0.0,1.0,S,0,6,5,1,6,0,1.4,1.0,0.0,0.0,1.0,1.0,0.0,,K,B,B,A,0,,1,IV,,SD,,,,,1,FRANCO ARENOSO; gris (10YR 5/1 en seco)  marron muy oscuro (10YR 2/2 en humedo); estructura moderada a fuerte  pequena  blocosa subangular; suave seco friable humedo  ligeramente pegajoso y plastico mojado; no  calcareo; pH: 5.9; l¦mite claro y plano.,Entisoles,Psamments,Ustipsamments,Typic Ustipsamments,KB,KBB,KBBA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,15.20,BS-T,1700,7,8,Ondulado,4.0,6.0,7,AL,,,INIA,845 VEN 1962 YA 32,0,845 VEN 1962 YA 32,0.00,845,290,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.65614960380,10.41553609180
566,566,58,58 VEN 1960 YA 01,58,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1960,,,Chivacoa,J.AvilanA.Bustamante.,16/11/60,0,0,0.0,0.0,V,02,4,AB,,SI,,0,A,5.0,1.0,S,0,5,5,3,0,0,1.7,1.0,0.0,0.8,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,gris (5Y 6/1 en seco)  gris oscuro (5Y 4/1 en humedo);,Sin_informa,,,,,,,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,,,,,,,,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,,,,INIA,58 VEN 1960 YA 01,0,58 VEN 1960 YA 01,0.00,58,291,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.90334296690,10.14868650090
567,567,837,837 VEN 1965 YA 24,837,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,AndresBello,Bruzual,Chivacoa,P.BritoC.Leon.,12/06/65,1100,0,27.0,0.0,,,0,,,SI,,0,A,0.0,1.0,S,0,5,5,3,0,0,1.7,1.0,0.0,0.0,1.0,1.0,0.0,,K,C,A,A,7,,1,II,,ES,,,,,1,FRANCO; marron rojizo claro (5YR 6/3 en seco)  marron rojizo oscuro (5YR 3/3 en humedo); estructura moderada  grande  blocosa subangular; duro seoc  firme humedo  pegajoso y plastico mojado; no calcareo; neutro o ligeramente acido; pH: 6.6; l¦mite difuso,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,AL,,,INIA,837 VEN 1965 YA 24,0,837 VEN 1965 YA 24,0.00,837,292,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.88557187560,10.14510672730
570,570,828,828 VEN 1965 YA 15,828,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1965,SanFelipe,SanFelipe,Paez,P.BritoC.Leon.,08/05/65,1100,0,27.0,0.0,,,4,AB,TE,SI,,0,B,30.0,0.0,SE,0,4,5,2,0,0,1.8,1.0,0.0,0.0,1.0,1.0,0.0,,H,A,C,A,10,,1,VI,,STD,,,,,1,FRANCO ARCILLO ARENOSO; marro (10YR 5/3 en seco)  marron oscuro (10YR 3/3 en humedo); estructura moderada  media  blocosa subangular; ligeramente duro seco  friable humedo  ligeramente pegajoso a pegajoso y plastico mojado; no calcareo; medianamente acid,Mollisoles,Ustolls,Argiustolls,Udic Arqiustolls,HA,HAC,HACA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,Pd,Pd,15.20,BS-T,1700,7,8,Ondulado,4.0,6.0,7,AL,,,INIA,828 VEN 1965 YA 15,0,828 VEN 1965 YA 15,0.00,828,293,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.71589379300,10.34851307130
572,572,,,0,0,,0.000,0.000,0.000,0.000,0.000,42.00,10.00,48.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.580,3.14,1.35,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,2.0,0.0,,0,0,0,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,2.5Y5/4,,,CAMBORTHIDS,,,,,0.00,0.000,0.17240,,F,,d+,,,,,,,s,,,,,,m,,,MO,AL,,MO,AL,BA,L,L1,26.30,ME-T,550,0,3,Plano,0.0,3.0,3,AL,AL,MO,SOTER,VE_FA062,60,,0.10,VE_FA062,294,,3,Bw2,50,100,23.00,14.00,63.00,0.00,0.00,0.000,1.35,,,1.00,1.00,1.00,1.00,100.00,-69.89196157370,11.97683259830
573,573,,,0,0,,0.000,0.000,0.000,0.000,0.000,50.00,9.00,41.00,0.00,,0.000,7.060,0.000,0.000,0.000,0.000,0.150,0.250,5.78,1.35,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,2.0,0.0,,0,0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,5YR4/6,,,NATRARGIDS,,,,,19.08,0.000,0.25860,,F,,d+,,,,,,,s,n,,,,,m-,,,MO,AL,,MO,AL,BA,,,2.10,ME-T,85,0,0,Plano,0.0,2.0,1,AL,AL,MO,SOTER,VE_ZUL300,40,,0.15,VE_ZUL300,295,,3,C,60,100,39.00,11.00,50.00,8.40,0.00,0.000,1.25,,21.8,2.13,2.05,1.72,1.02,100.00,-71.96201279930,11.60681457090
574,574,,,0,0,,0.000,0.000,0.000,0.000,0.000,17.00,31.00,52.00,0.00,,0.000,6.410,0.000,0.000,0.000,0.000,0.100,0.100,10.00,1.31,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,0.0,0.0,,0,0,0,4,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR4/4,,,USTORTHENTS,,,,,32.80,0.000,0.17240,,F,,d+,,,,,,,,,,,,,m,,,MO,AL,,MO,AL,BA,,,117.10,BMS-T,0,0,0,,0.0,0.0,999,AL,AL,MO,SOTER,VE_FAC104,180,,0.10,VE_FAC104,296,,2,B,25,42,17.00,23.00,60.00,5.70,0.00,0.000,1.25,,33.3,1.00,1.00,1.00,1.00,65.00,-69.50194646930,11.36682948880
575,575,,,0,0,,0.000,0.000,0.000,0.000,0.000,25.00,20.00,55.00,0.00,,0.000,6.150,0.000,0.000,0.000,0.000,0.300,0.950,2.96,1.25,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,4.0,0.0,,0,0,0,7,0,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,7.5YR4/4,,,HAPLUSTERTS,,,,,41.40,0.000,0.51720,,F,,d,,,,,,,,,,,v,,m--,,,AL,AL,,BA,BA,MO,,,4.10,BMS-T,600,2,2,Plano,0.0,4.0,2,AL,MO,BA,SOTER,VE_ZUL299,40,,0.30,VE_ZUL299,297,,2,Bu1,15,90,23.00,18.00,59.00,6.20,0.00,0.000,1.25,,41.6,8.13,7.50,5.47,1.22,170.00,-71.96201074260,11.34681124400
576,576,,,0,0,,0.000,0.000,0.000,0.000,0.000,1.00,14.00,85.00,0.00,,0.000,4.860,0.000,0.000,0.000,0.000,0.000,0.000,0.00,1.08,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,30.0,0.0,,0,0,0,4,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR4/4,,,CAMBORTHIDS,,,,,28.93,0.000,0.00000,,C,,d+,,,,,a,,s,,,,,,,,,,AL,,MO,AL,BA,Mo,Mo,11.00,BMS-T,700,3,3,Quebrado,30.0,60.0,3,,,,SOTER,VE_FA063,80,,0.00,VE_FA063,298,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.11193579580,11.33683213640
577,577,,,0,0,,0.000,0.000,0.000,0.000,0.000,1.00,5.00,94.00,0.00,,0.000,5.770,0.000,0.000,0.000,0.000,0.100,0.100,10.00,1.03,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,4.0,0.0,,0,0,0,1,0,0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR5/3,,,HAPLUSTERTS,,,,,32.40,0.000,0.17240,,C,,d,,,,,,,,,,,v,,m,,,MO,AL,,BA,AL,MO,Pd,Pd2,39.00,BMS-T,0,3,3,Plano,0.0,4.0,3,AL,MO,MO,SOTER,VE_FAV090,80,,0.10,VE_FAV090,299,,2,B,15,53,0.00,4.00,96.00,5.80,0.00,0.000,1.03,,,1.00,1.00,1.00,1.00,162.00,-69.00193204180,11.24683189090
578,578,,,0,0,,0.000,0.000,0.000,0.000,0.000,6.00,24.00,70.00,0.00,,0.000,7.260,0.000,0.000,0.000,0.000,0.720,0.620,11.66,1.25,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,3.0,0.0,,0,0,0,4,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR5/6,,,TORRIORTHENT,,,,,18.46,0.000,1.24128,,C,,d+,,,,,,b,,,,,,,m--,,,AL,AL,,MO,AL,BA,,,14.10,BMS-T,700,0,4,Plano,2.0,3.0,4,AL,AL,MO,SOTER,VE_ZUL303,50,,0.72,VE_ZUL303,300,,3,C1,50,70,6.00,20.00,74.00,7.00,0.00,0.000,1.25,,15.8,8.27,8.11,7.46,4.82,110.00,-70.86198001180,11.02681603010
579,579,,,0,0,,0.000,0.000,0.000,0.000,0.000,56.60,20.00,23.40,0.00,,0.000,5.630,0.000,0.000,0.000,0.000,0.100,0.100,10.00,1.50,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,4.0,0.0,,0,0,0,4,0,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR3/3,,,HAPLUSTALFS,,,,,5.96,0.000,0.17240,,M,,d,,,,,,,,,,,,e,m,,,MO,MO,,AL,AL,BA,,,4.04,BS-T,1177,3,3,Plano,0.0,0.0,3,MO,AL,MO,SOTER,VE_FAC079,90,,0.10,VE_FAC079,301,,2,B,12,30,53.00,20.00,27.00,5.70,0.00,0.000,1.55,,4.9,1.00,1.00,1.00,1.00,130.00,-68.33190994960,10.75683237090
580,580,,,0,0,,0.000,0.000,0.000,0.000,0.000,84.00,8.00,8.00,0.00,,0.000,6.440,0.000,0.000,0.000,0.000,0.240,0.220,10.50,1.51,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,4.0,0.0,,0,0,0,3,0,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,7.5YR4/4,,,HAPLARGIDS,,,,,1.51,0.000,0.41376,,G,,d+,,,,,,,s,,,,,e,m--,,,AL,BA,,AL,AL,BA,,,13.30,BS-T,1100,4,4,Plano,0.0,4.0,4,MO,AL,MO,SOTER,VE_ZUA040,60,,0.24,VE_ZUA040,302,,4,Bt2,100,180,58.00,11.00,31.00,5.40,0.00,0.000,1.35,,4.9,5.60,4.39,2.61,1.04,180.00,-71.08198367670,10.70681147810
581,581,,,0,0,,0.000,0.000,0.000,0.000,0.000,52.00,37.00,11.00,25.00,,0.000,7.260,0.000,0.000,0.000,0.000,0.380,2.460,2.83,1.39,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,0.0,0.0,,0,0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,5YR3/3,,,TORRIORTHENTS,,,,,10.54,0.000,0.65512,,G,,d,,r+,,,,b,,,,,,,m--,,,AL,MO,,AL,AL,BA,,,64.10,Bst,1220,6,6,depresionenc,0.0,0.0,6,AL,AL,MO,SOTER,VE_SU60/11,300,,0.38,VE_SU60/11,303,,3,C,50,100,57.00,29.00,14.00,7.00,0.00,0.000,1.52,,11.1,6.93,5.78,3.65,5.73,100.00,-63.25176505390,10.66687455010
582,582,,,0,0,,0.000,0.000,0.000,0.000,0.000,17.00,30.00,53.00,0.00,,0.000,5.700,0.000,0.000,0.000,0.000,0.170,0.200,8.48,1.35,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,30.0,0.0,,0,0,0,4,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR4/2,,,USTROPEPTS,,,,,31.95,0.000,0.29308,,F,,d,,,,,,,,,,,,,m-,,,MO,AL,,MO,AL,MO,,,18.40,Bst,1000,0,0,Accidentado,15.0,30.0,6,AL,AL,AL,SOTER,VE_FA26,470,,0.17,VE_FA26,304,,5,CB,74,90,41.00,26.00,33.00,8.00,0.00,0.000,1.45,,31.1,2.00,2.00,1.99,1.16,90.00,-70.63197115430,10.62681333890
583,583,,,0,0,,0.000,0.000,0.000,0.000,0.000,30.00,33.00,37.00,60.00,,0.000,7.720,0.000,0.000,0.000,0.000,1.340,3.780,7.93,1.27,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,30.0,0.0,,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,10YR3/2,,,PALEUSTULTS,,,,,24.84,0.000,2.31016,,O,,d,,r++,,,,b,,,,,,,m--,,,AL,AL,,MO,AL,MO,,,58.00,Bst,1500,0,7,Quebrado,30.0,30.0,7,AL,AL,AL,SOTER,VE_ZUM161,200,,1.34,VE_ZUM161,305,,2,Bt1,15,35,21.00,30.00,49.00,7.70,0.00,0.000,1.25,,23.2,32.29,27.35,13.56,6.53,100.00,-66.40185520470,10.61684598020
584,584,,,0,0,,0.000,0.000,0.000,0.000,0.000,20.00,38.00,42.00,10.00,,0.000,5.530,0.000,0.000,0.000,0.000,1.000,0.840,11.81,1.25,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,30.0,0.0,,0,0,0,3,0,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,5YR4/6,,,DYSTROPEPTS,,,,,22.14,0.000,1.72400,,F,,d,,,,,,,,,,,,,m--,,,AL,AL,,MO,AL,MO,,,50.00,Bst,1400,0,6,Quebrado,20.0,30.0,6,AL,AL,AL,SOTER,VE_ZUM153,400,,1.00,VE_ZUM153,306,,1,A,0,15,20.00,38.00,42.00,6.30,0.00,0.000,1.25,,21.3,17.10,15.42,10.40,4.61,170.00,-66.51185829670,10.61684469200
585,585,,,0,0,,0.000,0.000,0.000,0.000,0.000,37.78,35.22,27.00,1.33,,0.000,4.850,0.000,0.000,0.000,0.000,0.510,0.460,12.27,1.37,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,0,0,0.0,0.0,,,0,,,,,0,,3.0,0.0,,0,0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,0,1OYR4/3,,,KANHAPLUDULTS,,,,,13.45,0.000,0.87924,,M,,d-,,,,,a,,,,k,,,,m--,,,MO,MO,,AL,AL,MO,,,74.30,Bst,1400,7,9,Plano,2.0,4.0,8,MO,AL,AL,SOTER,VE_SU59/13,750,,0.51,VE_SU59/13,307,,4,Bt2,36,60,34.00,29.00,37.00,4.70,0.00,0.000,1.34,,16.5,2.91,5.99,7.06,4.23,95.00,-62.50174196810,10.57688051910
